comment,hotel_name,source
"You’ll enjoy staying at this hotel, the rooms are very comfortable.  The beds and pillows really good and the shower just lovely. However, having just tried the new menu I have to say I won’t be eating here again, it was so dry I had to open five packets of mayonnaise to hydrate it as I had difficulty swallowing it!","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Positives: Staff were fantastic, very helpful and friendly on reception and in restaurant.  Room and hotel clean. Family room spacious with 2 singles made up and one double.  Improvements: price of parking for hotel guests is quite expensive for 24hours £16. Could do with a longer free period (1hour) or a tiered payment rather than jumping straight up to paying for 24hours after an hour.  Also more travel cots available. I had a 5 month old with me and there was none left An option rather than full breakfast would have been good. I’m dairy and soy free so there limited food I could have. But kids eat breakfast free with a paying adult A separate area to order food than the bar would be helpful as it got busy in evening and took a while to order them get the food","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Hotel was clean and the food was good.However when it came to small details that actually matter there was no interest from the reception staff to help you. My son (4year old)left his comforter blanket  behind as we stayed the night before our early flight.it has no money value but emotional value.it was a simple mistake easy to fix but after multiple calls to try arrange to get it back I have had no luck. For me it is the small details that make difference,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"We stayed here on New Years' Eve (ikr!) so we'd be close to Gatwick for our early flight the next morning.  It went seamlessly.  We had a standard family room and an upgraded 'super' double.  Both were spacious, quiet and comfy.  The food in the restaurant was pretty good too, along with the service.  Easy to get to airport on the bus. Recommended.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
Power failure on Tuesday early morning and no one apologised to the customers.  I was in the shower and nearly fell because of the power failure.  There should be a stand by to automatically switch on.  It shouldn't happen,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"For an overnight stay for connecting flight, it is far cheaper to stay here than the hotels connected directly to the terminals and still very close. If you pre-order a taxi, it costs £10 and you get to the hotel in 5 minutes, and the bus stops directly outside the entrance too. The hotel is a quarter of the price you would pay if you stayed in the terminal hotels. The rooms and beds are comfortable and the only drawback is that free wifi is only available for a short period of time.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"I stayed 3 nights whilst working away from home over Christmas. Being able to bring my dogs made it much more bearable! The bed was very comfy and staff were great, especially when I had a minor panic because I'd left my phone at work and didn't have an alarm clock (the TV has an alarm function). ","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
The hotel itself is good. It is not as near to the airport as I thought. There is a shuttle at £4pp and a taxi is £12. This is all extra expense especially if there are a few people together. As there is a premier Inn within wslking distance this is the easiest option so to tempt people to stay at the travel lodge it should be cheaper to get there. ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
First class everyone was helpful and nice  and the food was good  very helpful bar staff nothing was to much for them  the room was  nice temperature and the heating switch was easy to understand  so would use again when I fligh ou of Gatwick ,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
What a wonderful hotel. Clean comfortable and luxurious all for a very low cost. Upon departing we encountered a pilot checking out. I think that says it all. The only downside is the cost of the shuttle bus but that is hardly the fault of this wonderful hotel,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
"Typical Travelodge ideal for overnight stay pre flight. I used public transport to LGW and then the bus service to Hotel @ £4pp per journey, not great with luggage and fellow travellers. In the morning the Hotel Reception ordered me a Taxi/Minibus/People Carrier, arrived in minutes @ £6, far better experience and dropped @ Drop Off, be good for group travel too.","Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
The room was very big and clean. Comfortable beds. Good location near the airport. The staff was very friendly and helpful. The shower was clean with good pressure. Only stayed for 1 night. I recommend the hotel.,"Travelodge Gatwick Airport Central, Horley, Surrey, England",trip_advisor
